barrio_E,hora_E,barrio_J,hora_J,barrio_A,hora_A
VILLA URQUIZA,0:00:00,CABALLITO,0:00:00,CABALLITO,0:00:00
VILLA URQUIZA,0:00:00,VILLA URQUIZA,0:00:00,VILLA URQUIZA,0:00:00
VILLA URQUIZA,0:00:00,BARRACAS,0:00:00,VILLA URQUIZA,0:00:00
CABALLITO,0:00:00,CABALLITO,0:00:00,BARRACAS,0:00:00
CABALLITO,0:00:00,CABALLITO,0:00:00,VILLA URQUIZA,0:00:00
VILLA PUEYRREDON,0:00:00,VILLA URQUIZA,0:00:00,VILLA PUEYRREDON,0:00:00
BARRACAS,0:00:00,VILLA URQUIZA,0:00:00,VILLA PUEYRREDON,0:00:00
VILLA PUEYRREDON,0:00:00,CABALLITO,0:00:00,CABALLITO,0:00:00
VILLA URQUIZA,0:00:00,VILLA URQUIZA,0:00:00,CABALLITO,0:00:00
BARRACAS,0:00:00,CABALLITO,0:00:00,CABALLITO,0:00:00
VILLA PUEYRREDON,0:00:00,CABALLITO,0:00:00,CABALLITO,0:00:00
VILLA URQUIZA,0:00:00,VILLA PUEYRREDON,0:00:00,CABALLITO,0:00:00
CABALLITO,0:00:00,VILLA URQUIZA,0:00:00,VILLA URQUIZA,0:00:00
CABALLITO,0:00:00,BARRACAS,0:00:00,CABALLITO,0:00:00
CABALLITO,0:00:00,VILLA URQUIZA,0:00:00,VILLA PUEYRREDON,0:00:00
CABALLITO,0:30:00,VILLA URQUIZA,0:00:00,VILLA URQUIZA,0:00:00
VILLA URQUIZA,0:30:00,CABALLITO,0:00:00,CABALLITO,0:00:00
CABALLITO,0:30:00,VILLA URQUIZA,0:30:00,VILLA URQUIZA,0:00:00
CABALLITO,0:30:00,BARRACAS,0:30:00,VILLA URQUIZA,0:30:00
VILLA URQUIZA,0:30:00,BARRACAS,0:30:00,BARRACAS,0:30:00
VILLA PUEYRREDON,1:00:00,VILLA URQUIZA,0:30:00,CABALLITO,0:30:00
VILLA PUEYRREDON,1:00:00,BARRACAS,0:30:00,BARRACAS,0:30:00
VILLA PUEYRREDON,1:00:00,BARRACAS,0:30:00,BARRACAS,0:30:00
CABALLITO,1:00:00,VILLA PUEYRREDON,0:30:00,BARRACAS,0:30:00
CABALLITO,1:00:00,VILLA URQUIZA,0:30:00,BARRACAS,0:30:00
CABALLITO,1:00:00,CABALLITO,0:30:00,BARRACAS,0:30:00
CABALLITO,1:00:00,CABALLITO,0:30:00,BARRACAS,0:30:00
CABALLITO,1:30:00,VILLA URQUIZA,0:30:00,BARRACAS,0:30:00
CABALLITO,1:30:00,CABALLITO,0:30:00,CABALLITO,0:30:00
VILLA URQUIZA,1:30:00,CABALLITO,0:30:00,CABALLITO,0:30:00
VILLA URQUIZA,1:30:00,CABALLITO,0:30:00,BARRACAS,0:30:00
VILLA URQUIZA,2:00:00,CABALLITO,0:30:00,BARRACAS,0:30:00
BARRACAS,2:00:00,VILLA URQUIZA,1:00:00,BARRACAS,0:30:00
VILLA PUEYRREDON,2:00:00,BARRACAS,1:00:00,BARRACAS,0:30:00
CABALLITO,2:00:00,BARRACAS,1:00:00,BARRACAS,0:30:00
VILLA URQUIZA,2:00:00,BARRACAS,1:00:00,BARRACAS,0:30:00
VILLA URQUIZA,2:00:00,BARRACAS,1:00:00,VILLA URQUIZA,0:30:00
VILLA URQUIZA,2:00:00,VILLA PUEYRREDON,1:00:00,CABALLITO,0:30:00
CABALLITO,2:00:00,CABALLITO,1:00:00,VILLA PUEYRREDON,0:30:00
VILLA URQUIZA,2:30:00,BARRACAS,1:00:00,VILLA URQUIZA,0:30:00
VILLA URQUIZA,3:00:00,BARRACAS,1:00:00,CABALLITO,1:00:00
VILLA URQUIZA,3:00:00,BARRACAS,1:00:00,VILLA URQUIZA,1:00:00
VILLA URQUIZA,3:00:00,CABALLITO,1:30:00,BARRACAS,1:00:00
BARRACAS,3:00:00,BARRACAS,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,3:00:00,BARRACAS,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,3:00:00,VILLA PUEYRREDON,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,3:00:00,VILLA PUEYRREDON,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,3:00:00,BARRACAS,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,3:30:00,BARRACAS,1:30:00,BARRACAS,1:00:00
BARRACAS,3:30:00,BARRACAS,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,3:30:00,BARRACAS,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,5:00:00,CABALLITO,1:30:00,BARRACAS,1:00:00
CABALLITO,5:30:00,VILLA PUEYRREDON,1:30:00,BARRACAS,1:00:00
CABALLITO,6:00:00,BARRACAS,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,6:30:00,BARRACAS,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,6:30:00,BARRACAS,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,6:30:00,FLORES,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,6:30:00,FLORES,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,6:30:00,FLORES,1:30:00,BARRACAS,1:00:00
VILLA URQUIZA,6:30:00,FLORES,1:30:00,CABALLITO,1:00:00
VILLA URQUIZA,6:30:00,FLORES,1:30:00,VILLA URQUIZA,1:00:00
VILLA URQUIZA,6:30:00,FLORES,1:30:00,VILLA URQUIZA,1:00:00
VILLA URQUIZA,6:30:00,CABALLITO,2:00:00,CABALLITO,1:00:00
VILLA URQUIZA,7:00:00,BARRACAS,2:00:00,CABALLITO,1:00:00
VILLA URQUIZA,7:00:00,CABALLITO,2:00:00,BARRACAS,1:00:00
VILLA URQUIZA,7:00:00,VILLA URQUIZA,2:00:00,BARRACAS,1:00:00
VILLA URQUIZA,7:00:00,VILLA PUEYRREDON,2:00:00,BARRACAS,1:00:00
CABALLITO,7:00:00,BARRACAS,2:00:00,BARRACAS,1:00:00
CABALLITO,7:00:00,VILLA PUEYRREDON,2:00:00,CABALLITO,1:00:00
VILLA URQUIZA,7:00:00,BARRACAS,2:00:00,VILLA URQUIZA,1:00:00
VILLA URQUIZA,7:00:00,VILLA PUEYRREDON,2:00:00,CABALLITO,1:00:00
VILLA URQUIZA,7:00:00,BARRACAS,2:00:00,VILLA URQUIZA,1:00:00
VILLA URQUIZA,7:00:00,BARRACAS,2:00:00,CABALLITO,1:00:00
VILLA URQUIZA,7:00:00,FLORES,2:00:00,BARRACAS,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:00:00,BARRACAS,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:30:00,BARRACAS,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:30:00,BARRACAS,1:30:00
VILLA URQUIZA,7:30:00,CABALLITO,2:30:00,BARRACAS,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:30:00,BARRACAS,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:30:00,BARRACAS,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:30:00,VILLA URQUIZA,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:30:00,CABALLITO,1:30:00
CABALLITO,7:30:00,BARRACAS,2:30:00,CABALLITO,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:30:00,CABALLITO,1:30:00
VILLA URQUIZA,7:30:00,BARRACAS,2:30:00,VILLA PUEYRREDON,1:30:00
VILLA PUEYRREDON,7:30:00,BARRACAS,2:30:00,VILLA PUEYRREDON,1:30:00
CABALLITO,7:30:00,BARRACAS,2:30:00,CABALLITO,1:30:00
VILLA URQUIZA,8:00:00,BARRACAS,2:30:00,BARRACAS,1:30:00
VILLA PUEYRREDON,8:00:00,BARRACAS,2:30:00,BARRACAS,1:30:00
CABALLITO,8:00:00,BARRACAS,2:30:00,BARRACAS,1:30:00
BARRACAS,8:00:00,BARRACAS,2:30:00,BARRACAS,1:30:00
BARRACAS,8:00:00,FLORES,2:30:00,BARRACAS,2:00:00
BARRACAS,8:00:00,BARRACAS,3:00:00,BARRACAS,2:00:00
VILLA URQUIZA,8:00:00,BARRACAS,3:00:00,BARRACAS,2:00:00
VILLA URQUIZA,8:00:00,CABALLITO,3:00:00,BARRACAS,2:00:00
CABALLITO,8:00:00,CABALLITO,3:00:00,BARRACAS,2:00:00
VILLA PUEYRREDON,8:00:00,BARRACAS,3:00:00,BARRACAS,2:00:00
VILLA PUEYRREDON,8:00:00,BARRACAS,3:00:00,BARRACAS,2:00:00
VILLA URQUIZA,8:30:00,BARRACAS,3:00:00,VILLA URQUIZA,2:00:00
CABALLITO,8:30:00,BARRACAS,3:00:00,CABALLITO,2:00:00
CABALLITO,8:30:00,BARRACAS,3:00:00,BARRACAS,2:00:00
VILLA PUEYRREDON,8:30:00,BARRACAS,3:00:00,BARRACAS,2:00:00
VILLA URQUIZA,8:30:00,FLORES,3:00:00,BARRACAS,2:00:00
VILLA PUEYRREDON,8:30:00,FLORES,3:00:00,BARRACAS,2:00:00
CABALLITO,8:30:00,FLORES,3:00:00,BARRACAS,2:00:00
VILLA URQUIZA,8:30:00,BARRACAS,3:00:00,BARRACAS,2:00:00
VILLA URQUIZA,8:30:00,BARRACAS,3:00:00,CABALLITO,2:30:00
BARRACAS,8:30:00,BARRACAS,3:30:00,BARRACAS,2:30:00
BARRACAS,8:30:00,CABALLITO,3:30:00,BARRACAS,2:30:00
CABALLITO,8:30:00,BARRACAS,3:30:00,VILLA URQUIZA,2:30:00
VILLA URQUIZA,8:30:00,BARRACAS,3:30:00,BARRACAS,2:30:00
CABALLITO,8:30:00,BARRACAS,3:30:00,BARRACAS,2:30:00
VILLA URQUIZA,8:30:00,BARRACAS,3:30:00,BARRACAS,2:30:00
VILLA PUEYRREDON,8:30:00,BARRACAS,3:30:00,BARRACAS,2:30:00
CABALLITO,8:30:00,BARRACAS,3:30:00,BARRACAS,3:00:00
VILLA PUEYRREDON,8:30:00,BARRACAS,3:30:00,BARRACAS,3:00:00
BARRACAS,8:30:00,BARRACAS,3:30:00,CABALLITO,3:00:00
CABALLITO,8:30:00,FLORES,3:30:00,CABALLITO,3:00:00
CABALLITO,8:30:00,BARRACAS,3:30:00,BARRACAS,3:00:00
VILLA PUEYRREDON,8:30:00,FLORES,3:30:00,BARRACAS,3:00:00
VILLA URQUIZA,8:30:00,BARRACAS,3:30:00,BARRACAS,3:30:00
CABALLITO,8:30:00,BARRACAS,3:30:00,VILLA URQUIZA,3:30:00
VILLA PUEYRREDON,8:30:00,CABALLITO,4:00:00,CABALLITO,3:30:00
CABALLITO,8:30:00,BARRACAS,4:00:00,CABALLITO,3:30:00
CABALLITO,8:30:00,BARRACAS,4:00:00,CABALLITO,3:30:00
VILLA URQUIZA,8:30:00,BARRACAS,4:00:00,VILLA URQUIZA,3:30:00
CABALLITO,8:30:00,BARRACAS,4:00:00,BARRACAS,4:00:00
CABALLITO,8:30:00,BARRACAS,4:00:00,BARRACAS,4:00:00
CABALLITO,8:30:00,BARRACAS,4:00:00,BARRACAS,4:00:00
VILLA PUEYRREDON,8:30:00,FLORES,4:00:00,BARRACAS,4:00:00
CABALLITO,8:30:00,BARRACAS,4:00:00,BARRACAS,4:00:00
CABALLITO,8:30:00,BARRACAS,4:00:00,BARRACAS,4:30:00
CABALLITO,8:30:00,BARRACAS,4:30:00,BARRACAS,4:30:00
CABALLITO,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
VILLA PUEYRREDON,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
CABALLITO,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
VILLA URQUIZA,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
CABALLITO,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
VILLA URQUIZA,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
CABALLITO,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
VILLA URQUIZA,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
CABALLITO,9:00:00,BARRACAS,4:30:00,BARRACAS,4:30:00
VILLA URQUIZA,9:00:00,BARRACAS,4:30:00,BARRACAS,5:00:00
VILLA URQUIZA,9:00:00,CABALLITO,5:00:00,BARRACAS,5:00:00
CABALLITO,9:00:00,CABALLITO,5:00:00,BARRACAS,5:00:00
VILLA PUEYRREDON,9:00:00,CABALLITO,5:00:00,BARRACAS,5:00:00
BARRACAS,9:00:00,CABALLITO,5:00:00,BARRACAS,5:00:00
CABALLITO,9:00:00,CABALLITO,5:00:00,BARRACAS,5:00:00
VILLA URQUIZA,9:00:00,CABALLITO,5:00:00,BARRACAS,5:00:00
VILLA PUEYRREDON,9:00:00,CABALLITO,5:30:00,BARRACAS,5:00:00
VILLA URQUIZA,9:00:00,CABALLITO,5:30:00,BARRACAS,5:30:00
CABALLITO,9:00:00,CABALLITO,5:30:00,BARRACAS,5:30:00
VILLA URQUIZA,9:00:00,CABALLITO,5:30:00,BARRACAS,5:30:00
VILLA URQUIZA,9:00:00,BARRACAS,6:00:00,BARRACAS,5:30:00
VILLA PUEYRREDON,9:00:00,BARRACAS,6:00:00,BARRACAS,5:30:00
CABALLITO,9:00:00,CABALLITO,6:30:00,BARRACAS,5:30:00
VILLA URQUIZA,9:00:00,CABALLITO,6:30:00,BARRACAS,5:30:00
CABALLITO,9:00:00,CABALLITO,6:30:00,BARRACAS,5:30:00
CABALLITO,9:00:00,CABALLITO,6:30:00,VILLA URQUIZA,6:00:00
CABALLITO,9:00:00,CABALLITO,6:30:00,CABALLITO,6:00:00
CABALLITO,9:00:00,CABALLITO,6:30:00,CABALLITO,6:00:00
BARRACAS,9:00:00,CABALLITO,6:30:00,BARRACAS,6:00:00
VILLA URQUIZA,9:00:00,CABALLITO,6:30:00,BARRACAS,6:00:00
CABALLITO,9:00:00,CABALLITO,6:30:00,BARRACAS,6:00:00
VILLA PUEYRREDON,9:00:00,CABALLITO,6:30:00,BARRACAS,6:00:00
VILLA URQUIZA,9:00:00,CABALLITO,7:00:00,BARRACAS,6:00:00
VILLA URQUIZA,9:00:00,VILLA PUEYRREDON,7:00:00,BARRACAS,6:00:00
VILLA PUEYRREDON,9:00:00,VILLA URQUIZA,7:30:00,BARRACAS,6:00:00
CABALLITO,9:30:00,VILLA URQUIZA,7:30:00,BARRACAS,6:00:00
VILLA URQUIZA,9:30:00,VILLA URQUIZA,7:30:00,BARRACAS,6:00:00
VILLA URQUIZA,9:30:00,VILLA PUEYRREDON,8:00:00,BARRACAS,6:00:00
VILLA URQUIZA,9:30:00,VILLA URQUIZA,8:00:00,CABALLITO,6:00:00
VILLA URQUIZA,9:30:00,VILLA URQUIZA,8:00:00,VILLA URQUIZA,6:30:00
VILLA URQUIZA,9:30:00,BARRACAS,8:00:00,BARRACAS,6:30:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:00:00,VILLA URQUIZA,7:00:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:00:00,VILLA URQUIZA,7:00:00
BARRACAS,9:30:00,BARRACAS,8:00:00,VILLA PUEYRREDON,7:00:00
CABALLITO,9:30:00,CABALLITO,8:00:00,VILLA URQUIZA,7:30:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:00:00,VILLA URQUIZA,7:30:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:00:00,VILLA URQUIZA,7:30:00
VILLA URQUIZA,9:30:00,VILLA URQUIZA,8:00:00,CABALLITO,7:30:00
VILLA PUEYRREDON,9:30:00,CABALLITO,8:00:00,CABALLITO,7:30:00
VILLA URQUIZA,9:30:00,VILLA URQUIZA,8:00:00,VILLA PUEYRREDON,7:30:00
CABALLITO,9:30:00,VILLA URQUIZA,8:00:00,BARRACAS,7:30:00
VILLA URQUIZA,9:30:00,VILLA URQUIZA,8:00:00,CABALLITO,7:30:00
CABALLITO,9:30:00,BARRACAS,8:00:00,VILLA URQUIZA,7:30:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:00:00,VILLA PUEYRREDON,7:30:00
BARRACAS,9:30:00,CABALLITO,8:00:00,CABALLITO,7:30:00
VILLA URQUIZA,9:30:00,CABALLITO,8:30:00,CABALLITO,8:00:00
VILLA URQUIZA,9:30:00,VILLA URQUIZA,8:30:00,BARRACAS,8:00:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:30:00,CABALLITO,8:00:00
BARRACAS,9:30:00,VILLA URQUIZA,8:30:00,VILLA URQUIZA,8:00:00
VILLA URQUIZA,9:30:00,VILLA PUEYRREDON,8:30:00,CABALLITO,8:00:00
BARRACAS,9:30:00,CABALLITO,8:30:00,VILLA URQUIZA,8:00:00
BARRACAS,9:30:00,CABALLITO,8:30:00,CABALLITO,8:00:00
VILLA URQUIZA,9:30:00,VILLA PUEYRREDON,8:30:00,CABALLITO,8:00:00
VILLA PUEYRREDON,9:30:00,VILLA PUEYRREDON,8:30:00,CABALLITO,8:00:00
BARRACAS,9:30:00,VILLA PUEYRREDON,8:30:00,CABALLITO,8:00:00
CABALLITO,9:30:00,CABALLITO,8:30:00,CABALLITO,8:00:00
CABALLITO,9:30:00,VILLA URQUIZA,8:30:00,CABALLITO,8:00:00
VILLA URQUIZA,9:30:00,VILLA PUEYRREDON,8:30:00,VILLA URQUIZA,8:00:00
CABALLITO,9:30:00,CABALLITO,8:30:00,VILLA URQUIZA,8:00:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:30:00,VILLA URQUIZA,8:00:00
CABALLITO,9:30:00,CABALLITO,8:30:00,VILLA URQUIZA,8:00:00
VILLA PUEYRREDON,9:30:00,VILLA URQUIZA,8:30:00,VILLA URQUIZA,8:00:00
VILLA PUEYRREDON,9:30:00,CABALLITO,8:30:00,VILLA URQUIZA,8:00:00
CABALLITO,9:30:00,BARRACAS,8:30:00,CABALLITO,8:00:00
CABALLITO,9:30:00,VILLA URQUIZA,8:30:00,VILLA URQUIZA,8:00:00
CABALLITO,9:30:00,CABALLITO,8:30:00,VILLA PUEYRREDON,8:00:00
CABALLITO,9:30:00,CABALLITO,8:30:00,CABALLITO,8:00:00
CABALLITO,9:30:00,VILLA URQUIZA,8:30:00,CABALLITO,8:00:00
CABALLITO,9:30:00,CABALLITO,8:30:00,VILLA URQUIZA,8:00:00
CABALLITO,9:30:00,CABALLITO,8:30:00,CABALLITO,8:00:00
VILLA PUEYRREDON,9:30:00,VILLA URQUIZA,8:30:00,BARRACAS,8:00:00
CABALLITO,9:30:00,VILLA URQUIZA,8:30:00,BARRACAS,8:00:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:30:00,VILLA URQUIZA,8:00:00
VILLA URQUIZA,9:30:00,VILLA PUEYRREDON,8:30:00,CABALLITO,8:00:00
CABALLITO,9:30:00,VILLA URQUIZA,8:30:00,CABALLITO,8:00:00
VILLA URQUIZA,9:30:00,VILLA URQUIZA,8:30:00,CABALLITO,8:00:00
CABALLITO,9:30:00,VILLA URQUIZA,8:30:00,VILLA URQUIZA,8:00:00
CABALLITO,9:30:00,VILLA PUEYRREDON,8:30:00,VILLA URQUIZA,8:30:00
CABALLITO,9:30:00,VILLA URQUIZA,8:30:00,VILLA URQUIZA,8:30:00
CABALLITO,10:00:00,CABALLITO,8:30:00,VILLA PUEYRREDON,8:30:00
VILLA URQUIZA,10:00:00,CABALLITO,8:30:00,VILLA URQUIZA,8:30:00
VILLA PUEYRREDON,10:00:00,CABALLITO,8:30:00,CABALLITO,8:30:00
VILLA PUEYRREDON,10:00:00,CABALLITO,9:00:00,VILLA PUEYRREDON,8:30:00
VILLA PUEYRREDON,10:00:00,CABALLITO,9:00:00,CABALLITO,8:30:00
CABALLITO,10:00:00,VILLA URQUIZA,9:00:00,VILLA URQUIZA,8:30:00
CABALLITO,10:00:00,CABALLITO,9:00:00,CABALLITO,8:30:00
VILLA URQUIZA,10:00:00,VILLA URQUIZA,9:00:00,CABALLITO,8:30:00
VILLA PUEYRREDON,10:00:00,VILLA PUEYRREDON,9:00:00,VILLA URQUIZA,8:30:00
CABALLITO,10:00:00,BARRACAS,9:00:00,VILLA URQUIZA,8:30:00
CABALLITO,10:00:00,CABALLITO,9:00:00,VILLA URQUIZA,8:30:00
CABALLITO,10:00:00,BARRACAS,9:00:00,VILLA URQUIZA,8:30:00
VILLA URQUIZA,10:00:00,CABALLITO,9:00:00,CABALLITO,8:30:00
CABALLITO,10:00:00,VILLA URQUIZA,9:00:00,VILLA URQUIZA,8:30:00
BARRACAS,10:00:00,CABALLITO,9:00:00,VILLA URQUIZA,8:30:00
VILLA URQUIZA,10:00:00,CABALLITO,9:00:00,VILLA PUEYRREDON,8:30:00
VILLA URQUIZA,10:00:00,VILLA URQUIZA,9:00:00,VILLA URQUIZA,8:30:00
BARRACAS,10:00:00,VILLA PUEYRREDON,9:00:00,CABALLITO,8:30:00
VILLA PUEYRREDON,10:00:00,VILLA PUEYRREDON,9:00:00,CABALLITO,8:30:00
CABALLITO,10:00:00,CABALLITO,9:00:00,BARRACAS,8:30:00
BARRACAS,10:00:00,VILLA URQUIZA,9:00:00,VILLA PUEYRREDON,8:30:00
VILLA URQUIZA,10:00:00,CABALLITO,9:00:00,CABALLITO,8:30:00
VILLA PUEYRREDON,10:00:00,CABALLITO,9:00:00,VILLA URQUIZA,8:30:00
CABALLITO,10:00:00,CABALLITO,9:00:00,VILLA URQUIZA,8:30:00
VILLA URQUIZA,10:00:00,VILLA URQUIZA,9:00:00,VILLA URQUIZA,8:30:00
VILLA URQUIZA,10:00:00,VILLA URQUIZA,9:00:00,VILLA PUEYRREDON,8:30:00
VILLA URQUIZA,10:00:00,CABALLITO,9:00:00,BARRACAS,8:30:00
VILLA URQUIZA,10:00:00,BARRACAS,9:00:00,CABALLITO,8:30:00
CABALLITO,10:00:00,VILLA PUEYRREDON,9:00:00,VILLA URQUIZA,8:30:00
CABALLITO,10:00:00,VILLA PUEYRREDON,9:00:00,VILLA URQUIZA,8:30:00
VILLA URQUIZA,10:00:00,VILLA PUEYRREDON,9:00:00,VILLA URQUIZA,8:30:00
CABALLITO,10:00:00,VILLA URQUIZA,9:00:00,CABALLITO,8:30:00
CABALLITO,10:00:00,VILLA PUEYRREDON,9:00:00,BARRACAS,8:30:00
VILLA URQUIZA,10:00:00,VILLA URQUIZA,9:30:00,BARRACAS,8:30:00
VILLA PUEYRREDON,10:00:00,VILLA URQUIZA,9:30:00,BARRACAS,8:30:00
VILLA PUEYRREDON,10:00:00,VILLA URQUIZA,9:30:00,BARRACAS,8:30:00
CABALLITO,10:00:00,BARRACAS,9:30:00,VILLA URQUIZA,9:00:00
VILLA URQUIZA,10:00:00,VILLA URQUIZA,9:30:00,BARRACAS,9:00:00
CABALLITO,10:00:00,CABALLITO,9:30:00,VILLA URQUIZA,9:00:00
CABALLITO,10:30:00,CABALLITO,9:30:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,BARRACAS,9:30:00,BARRACAS,9:00:00
VILLA PUEYRREDON,10:30:00,VILLA PUEYRREDON,9:30:00,BARRACAS,9:00:00
VILLA URQUIZA,10:30:00,BARRACAS,9:30:00,VILLA PUEYRREDON,9:00:00
VILLA PUEYRREDON,10:30:00,VILLA URQUIZA,9:30:00,CABALLITO,9:00:00
VILLA PUEYRREDON,10:30:00,BARRACAS,9:30:00,VILLA URQUIZA,9:00:00
VILLA PUEYRREDON,10:30:00,CABALLITO,9:30:00,BARRACAS,9:00:00
CABALLITO,10:30:00,VILLA URQUIZA,9:30:00,VILLA PUEYRREDON,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,9:30:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,9:30:00,BARRACAS,9:00:00
CABALLITO,10:30:00,VILLA URQUIZA,9:30:00,VILLA URQUIZA,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,9:30:00,CABALLITO,9:00:00
CABALLITO,10:30:00,CABALLITO,9:30:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,9:30:00,CABALLITO,9:00:00
CABALLITO,10:30:00,VILLA URQUIZA,9:30:00,CABALLITO,9:00:00
CABALLITO,10:30:00,BARRACAS,9:30:00,VILLA URQUIZA,9:00:00
VILLA PUEYRREDON,10:30:00,VILLA URQUIZA,9:30:00,VILLA PUEYRREDON,9:00:00
CABALLITO,10:30:00,VILLA PUEYRREDON,9:30:00,VILLA PUEYRREDON,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,9:30:00,VILLA PUEYRREDON,9:00:00
CABALLITO,10:30:00,VILLA PUEYRREDON,9:30:00,BARRACAS,9:00:00
CABALLITO,10:30:00,BARRACAS,9:30:00,BARRACAS,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,9:30:00,CABALLITO,9:00:00
VILLA PUEYRREDON,10:30:00,VILLA PUEYRREDON,9:30:00,VILLA PUEYRREDON,9:00:00
CABALLITO,10:30:00,VILLA PUEYRREDON,9:30:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,VILLA PUEYRREDON,9:30:00,CABALLITO,9:00:00
CABALLITO,10:30:00,CABALLITO,10:00:00,VILLA PUEYRREDON,9:00:00
CABALLITO,10:30:00,CABALLITO,10:00:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,10:00:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,10:00:00,VILLA URQUIZA,9:00:00
VILLA URQUIZA,10:30:00,VILLA PUEYRREDON,10:00:00,VILLA URQUIZA,9:00:00
VILLA PUEYRREDON,10:30:00,BARRACAS,10:00:00,VILLA PUEYRREDON,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,10:00:00,VILLA URQUIZA,9:00:00
CABALLITO,10:30:00,CABALLITO,10:00:00,BARRACAS,9:00:00
VILLA URQUIZA,10:30:00,VILLA PUEYRREDON,10:00:00,BARRACAS,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,10:00:00,BARRACAS,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,10:00:00,BARRACAS,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,10:00:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,10:00:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,10:00:00,VILLA URQUIZA,9:00:00
VILLA PUEYRREDON,10:30:00,CABALLITO,10:00:00,VILLA PUEYRREDON,9:00:00
CABALLITO,10:30:00,VILLA PUEYRREDON,10:00:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,VILLA PUEYRREDON,10:00:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,VILLA PUEYRREDON,10:00:00,CABALLITO,9:00:00
CABALLITO,10:30:00,VILLA URQUIZA,10:00:00,VILLA URQUIZA,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,10:00:00,CABALLITO,9:00:00
CABALLITO,10:30:00,VILLA URQUIZA,10:00:00,CABALLITO,9:00:00
CABALLITO,10:30:00,VILLA URQUIZA,10:00:00,BARRACAS,9:00:00
CABALLITO,10:30:00,VILLA PUEYRREDON,10:00:00,VILLA URQUIZA,9:00:00
VILLA URQUIZA,10:30:00,CABALLITO,10:00:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,10:00:00,BARRACAS,9:00:00
CABALLITO,10:30:00,VILLA PUEYRREDON,10:30:00,CABALLITO,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,10:30:00,VILLA URQUIZA,9:00:00
VILLA URQUIZA,10:30:00,VILLA URQUIZA,10:30:00,CABALLITO,9:00:00
